Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x )
SARGENTO RODRIGUES,sargentorodriguesoficial,31954,2023-03-23 15:56:35 EDT,2023-03-23,15:56:35,Photo,192,186,6,0,false,https://www.instagram.com/p/CqJNqeHPz3Q/,https://www.instagram.com/p/CqJNqeHPz3Q/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/337305210_933325638093412_1166169647473500605_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FEJo0HbYvGYAX9c4TDu&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfC8gxGH68zNvBcaQZFJ9-SGpwAwMKne-TdLfAzZe0GR0w&oe=6463C6E3,,"Tive a honra de receber, na manhã de hoje (23/03), em meu gabinete, a visita do nosso representante na cidade de Montes Claros, Subtenente Josias.",,,,-2.14
Karol Eller...,karolelleroficial,468408,2023-03-23 14:33:43 EDT,2023-03-23,14:33:43,Video,"6,132",6013,119,41302,false,https://www.instagram.com/tv/CqJEJvBqNMM/,https://www.instagram.com/tv/CqJEJvBqNMM/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/337182086_230938085977177_5596771508161730555_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=TlM9RHCafIAAX-UwZoi&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBEq8pF8J0HzcVoi9wBtg4lw0h4ys2pSngZORvfLIIzqA&oe=64968B4B,,@paulomansuroficial expõe verdade sobre a greve dos metroviários e o desserviço dos sindicalistas no plenário da câmara dos deputados de São Paulo.,,,,1.42
Gilson da Autoescola,gilsondaautoescola,N/A,2023-03-22 23:33:02 EDT,2023-03-22,23:33:02,Album,79,71,8,0,false,https://www.instagram.com/p/CqHdGs7NbQD/,https://www.instagram.com/p/CqHdGs7NbQD/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/337165057_892365032072526_3082944724646612594_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=p0GRxTeQbRgAX_axnyq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBmW8lq3UYGzDb-Hxl-i4HhoX1vDzCDk3AniAw-S1JyuQ&oe=64951D6A,,"ZUMBA

Fui convidado pelo Projeto Edificar para a inauguração das ‘’Aulas de Zumba’’ no Laranjeiras!

Quero agradecer ao Senhor @lopesmirandaadao e ao Professor John e todas as alunas pela recepção!

Maiores informações no @lopesmirandaadao 

Estamos juntos! 

.

.

.

#atividadefisica #zumba #saúde #saudemental #bemestar #qualidadedevida #projetosocialedificar #vereadorgilsondaautoescola",,,,1.41
Gilson da Autoescola,gilsondaautoescola,N/A,2023-03-22 23:04:34 EDT,2023-03-22,23:04:34,Album,82,75,7,0,false,https://www.instagram.com/p/CqHZ2PCNX-0/,https://www.instagram.com/p/CqHZ2PCNX-0/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/337339834_262161186140722_7642796722684996937_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=_wEcw9ZWLTwAX9PjR84&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA8bgrYPvcZ_a2owmnT_ab0ChUbSYnqX3c-4bfO-DLgkA&oe=649491F2,,"BETIM FUTEBOL CLUBE 

Vocês conhecem o Betim Futebol Clube?

Localizado á Rua José Basílio, 02 - Bairro Açude - Betim, administrado por @fred_pacheco_1 , conta com uma estrutura profissional no coração da nossa cidade!

Convido vocês para prestigiar, conhecer e acompanhar @betimfutebol !

Acompanhe nossas redes sociais e fique por dentro da novidade que estamos construindo juntos! ⚽️

Juntos somos mais fortes! 💪🏼⚔️

.

.

.

#AvanteBETIM  #timedacidade #apaixonadosporfutebol #futebolmineiro #vereadorgilsondaautoescola #futebolbeneficente",,,,1.46
Jose Vasconcelos Viana,josevasconcelosviana,25530,2023-03-22 10:41:07 EDT,2023-03-22,10:41:07,Photo,713,641,72,0,false,https://www.instagram.com/p/CqGExCJOYZF/,https://www.instagram.com/p/CqGExCJOYZF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/337138678_725130155928141_1259805142161417513_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=As0GcQVi7_wAX8Zkhua&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDKPJ71JFyjKlXHluDgMRgi3tBcwcmu1KFsy2f25Ntw9A&oe=644622AF,,"O DIÁLOGO CABULOSO!
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
#grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa #quartéis #intervencaomilitar #bolsonaropreso","POLÍTICA DIÁLOGO CABULOSO PF PRENDE GRUPO QUE PRETENDIA MATAR SÉRGIO MORO, QUE CONDENOU LULA EM 2018 PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,3.02
Jose Vasconcelos Viana,josevasconcelosviana,25491,2023-03-21 19:42:22 EDT,2023-03-21,19:42:22,Photo,169,133,36,0,false,https://www.instagram.com/p/CqEd6Y0Mm70/,https://www.instagram.com/p/CqEd6Y0Mm70/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/337180242_232649749333874_4001945567949289924_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=i6nRmFll8AMAX_MTyQY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDOb_LRhp4F1Ln48ESqfeKqjt9o6N9cwuARZtna-NXqZQ&oe=644671F0,,"OI? 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa #quartéis #intervencaomilitar #bolsonaropreso",POLÍTICA SIGILO HIPOCRISIA: VISITAS A LULA NO PALÁCIO DA ALVORADA FICARÃO EM SIGILO PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR,,,-1.4
Gilson da Autoescola,gilsondaautoescola,N/A,2023-03-21 19:25:21 EDT,2023-03-21,19:25:21,Album,168,153,15,0,false,https://www.instagram.com/p/CqEb91iLIRA/,https://www.instagram.com/p/CqEb91iLIRA/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/337165993_171298499056605_7375281719889658920_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XI7wGcWei-QAX9CElI8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB_5Wj6TzBHrfZ-7HlVyqoADyF44_VNBT3JSlp2QmEbig&oe=6493AD4C,,"PARABÉNS 

Hoje é o aniversário de três grandes personalidades da política!!!

@jairmessiasbolsonaro
@leocontadorsim
@jaimethalles

Além da coincidência da mesma data, são pessoas com uma grande competência na área política, e para eles desejo muitas bênçãos, paz, saúde e prosperidade!!!

.

.

.

#liderançaspoliticas #Betim #Segov #jairbolsonaro #leocontador #jaimethalles #aniversário",,,,3
🔹𝓟𝓻. 𝓣𝓱𝓲𝓪𝓰𝓸 𝓑𝓮𝔃𝓮𝓻𝓻𝓪,ofc.thiago_pr,104251,2023-03-21 18:48:33 EDT,2023-03-21,18:48:33,Photo,"1,248",1217,31,0,false,https://www.instagram.com/p/CqEXwL_uNui/,https://www.instagram.com/p/CqEXwL_uNui/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336814459_547833290814608_1873138432481714149_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=1jhUHbud_AcAX8lH4Hb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAOmWU3QH7Nz_4DlGbf4IE4potgcDumWKjIbTxAXrOD1g&oe=649705DE,,Sejam ricos em boas obras e não dependam do governo é isso que eles querem mais um escravo...,,,,2.02
SARGENTO RODRIGUES,sargentorodriguesoficial,32000,2023-03-21 13:16:09 EDT,2023-03-21,13:16:09,Photo,316,301,15,0,false,https://www.instagram.com/p/CqDxtubu3ny/,https://www.instagram.com/p/CqDxtubu3ny/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/336977284_1639305799845228_5819079095225444757_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zngm_BEYNYwAX-yr3RQ&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfBbraajI37XTIfwRfvdCIMyy7ZNmpLRjdUmdHiqkC44lw&oe=6461D453,,"Nosso eterno Presidente! @jairmessiasbolsonaro 

Feliz aniversário! Muita saúde e luz em sua vida!🎉🎈","Parabéns, Capitão! Que Deus te ilumine, te guie e te proteja em todos OS dias da sua vida. SARGENTO ODRIGUES",,,-1.3
WESLEY ROS,wesleyros,281514,2023-03-21 08:30:15 EDT,2023-03-21,08:30:15,Photo,"2,241",2175,66,0,false,https://www.instagram.com/p/CqDQ_vduz-T/,https://www.instagram.com/p/CqDQ_vduz-T/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336811345_862047948230235_2205086963477209809_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=IwVDcsUDItAAX-9zVvN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAGD1wM3-5ErX4ppe1bB31g08djAqwsonDer9Cpb0C6zg&oe=645810E6,,"Pronto… enquadramos nosso racista favorito!!!! E agora??? 🤣🤣🤣🤣🤣

#minhacoreobrasil 
@jairmessiasbolsonaro 
@depheliolopes 
@vlogdolisboa 
@wesleyros 
#bolsonaro #jairmessiasbolsonaro 
#fechadocombolsonaro 
#wesleyros 
🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",,,,-2.4
João Salas,oficialjoaosalas,20071,2023-03-20 21:31:38 EDT,2023-03-20,21:31:38,Video,405,351,54,2178,false,https://www.instagram.com/tv/CqCFlAWI_UQ/,https://www.instagram.com/tv/CqCFlAWI_UQ/,,,Live com @tanielitelles @fabi_k_brasil @julianomiguelschmidt,,,,-1.58
João Salas,oficialjoaosalas,20071,2023-03-20 20:38:38 EDT,2023-03-20,20:38:38,Photo,200,196,4,0,false,https://www.instagram.com/p/CqB_jo1tcPh/,https://www.instagram.com/p/CqB_jo1tcPh/,,,ESTOU AO VIVO AGORA!,ESTAMOS (( AO VIVO PATRIOTAS ORDEME PROGRES @OFICIALJOAOSALAS,,,-8.61
WESLEY ROS,wesleyros,281522,2023-03-20 19:06:48 EDT,2023-03-20,19:06:48,Photo,"10,863",9794,1069,0,false,https://www.instagram.com/p/CqB1DClpXcf/,https://www.instagram.com/p/CqB1DClpXcf/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/337325607_515703943973982_5469712376159593167_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=lgnnlUP3osUAX-LURLN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCWku11gw4cLkHX6wpCj04W5ZjKkYdyOQtfCBbsJ6G-qw&oe=6448A809,,"Alguém sabe me dizer se essa é a família dele, ou já estava na casa quando ele invadiu!??!!! 🤷🏾‍♂️😜",,,,2.08
SARGENTO RODRIGUES,sargentorodriguesoficial,31975,2023-03-20 18:29:01 EDT,2023-03-20,18:29:01,Photo,"1,389",1182,207,0,false,https://www.instagram.com/p/CqBwuWBLAmY/,https://www.instagram.com/p/CqBwuWBLAmY/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/336471408_6034302963272248_6143579293935147021_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=OrQf1fBPoq4AX-X1MEc&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfBEklBdROjFwkyBp1eVgrVHtjtw1E_nBSQ0aPhH59hY8Q&oe=6461F1FA,,"Ao acolher a tese da defesa de que os clientes estariam sendo vítimas de constrangimento, a juíza titular da 7ª Vara Criminal de Cuiabá, Ana Cristina Silva Mendes, decidiu retirar a tornozeleira eletrônica de 38 acusados de integrar o Comando Vermelho. A magistrada também revogou a prisão de outros sete criminosos. 

Fonte: @jornalbsm",BRASILSEMMEDO Juíza retira tornozeleira de 38 integrantes do Comando Vermelho e manda soltar outros sete,,,3.39
Gilson da Autoescola,gilsondaautoescola,N/A,2023-03-20 15:32:07 EDT,2023-03-20,15:32:07,Album,67,62,5,0,false,https://www.instagram.com/p/CqBcemivXMw/,https://www.instagram.com/p/CqBcemivXMw/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336827485_1601493873689241_6372302110667478909_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Po4h1Lc6T7YAX-cyecs&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCNaV6YSXgda_1SneiXugDQZPmdsa-YuNeMmiyuy7ZNZw&oe=6493FCCD,,"ACOMPANHE NOSSAS SOLICITAÇÕES 

Boa tarde, meus amigos e amigas!
Como começou a sua semana?
 

Nos últimos anos, o nosso mandato contribuiu muito para o município. Seja qual for o setor, estivemos presentes buscando levar as demandas ao nosso Prefeito @vittorio.medioli  e solicitação de recursos aos deputados para atuar diretamente na melhoria da qualidade de vida do nosso povo. 

Sabemos que ainda há muito o que fazer… e reconhecemos que muito foi feito nessa gestão! Por isso, continuo trabalhando muito e me colocando à disposição do nosso povo para dar continuidade aos projetos de desenvolvimento e os representar na Câmara Municipal!

Estamos próximos de conquistar mais essas grandes obras e firmes, na certeza que @vittorio.medioli  está sempre em busca do melhor para todos. 

Que Deus abençoe todos nós!

Aqui não temos promessas, mas TRABALHO com RESULTADOS!

.

.

.

#juntossomosmaisfortes #demãosdadascomopovo #betim #cidadedobem #vereadorgilsondaautoescola",,,,1.2
SARGENTO RODRIGUES,sargentorodriguesoficial,31975,2023-03-20 13:58:30 EDT,2023-03-20,13:58:30,Album,731,714,17,0,false,https://www.instagram.com/p/CqBRxBpryPg/,https://www.instagram.com/p/CqBRxBpryPg/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/337168742_241272321671756_5327055085212171370_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=VjZHsHzFeygAX_N6Sc7&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCRh0M-mSp2LG9ugTJ2JQvMXwO2pR0gTq5b7gywL5O6Bg&oe=645F095A,,"Recebi hoje, com muita alegria, o convite para a formatura do CEFS III. Tive a oportunidade de interceder, junto ao ex-comandante Geral, Coronel Rodrigo, para que os policiais militares que iniciaram o CTSP em fevereiro de 2007, e foram promovidos a cabo em fevereiro de 2015, fossem convocados para essa turma. À época, o comando entendeu ser justa a demanda e viabilizou a convocação. 

Fico muito honrado em receber em mãos o convite e muito satisfeito em poder ter contribuído para tornar essa conquista possível! Agradeço aos cabos, e futuros Sargentos, Marcos Eduardo Costa, Marcelo Lima Dutra, Marcelo Antônio Bhering Prazeres e Alisson Rodrigo pela visita e pela consideração. Será um prazer participar desse momento.",,,,1.15
Jose Vasconcelos Viana,josevasconcelosviana,25451,2023-03-20 13:18:03 EDT,2023-03-20,13:18:03,Photo,214,173,41,0,false,https://www.instagram.com/p/CqBNIsfO_sW/,https://www.instagram.com/p/CqBNIsfO_sW/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336495139_608556470760159_7180768784055818423_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=yZ0wVvj8pcEAX_7RNIi&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfANDPEn_10pDtxyqAi6FFqnXOiI-UVTzFMS6Pouo5hCOQ&oe=64473672,,"ESTAMOS MELHOR DO QUE NA SEMANA QUE VEM.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa #quartéis #intervencaomilitar #bolsonaropreso","POLÍTICA OPINIÃO JVV ""GOVERNO LULA COMPLETARÁ 100 DIAS APOIADO EM NARRATIVAS E FALÁCIAS PARA ENGANAR OS SEUS"" PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,-1.1
SARGENTO RODRIGUES,sargentorodriguesoficial,31954,2023-03-19 16:07:50 EDT,2023-03-19,16:07:50,Album,346,336,10,3498,false,https://www.instagram.com/p/Cp-7xW_vJ2x/,https://www.instagram.com/p/Cp-7xW_vJ2x/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/337172401_543519557810937_7480842504418669055_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Kmh37C43cKgAX-mD6pQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDjvquQXTJV47RFzlr5CmMsGHuXS1S9WVlYmSNHUXjMig&oe=64597837,,"Parabéns, minha filha @bellegordiano , pela disciplina, determinação e muita garra.

1.500 metros 🏊‍♂️, + 40 Km 🚴 + 10 Km🏃‍♀️- 2° lugar All Limits! Continue sendo esse exemplo a ser seguido. Muita luz pra você! Te amo 😍",,,,-1.82
João Salas,oficialjoaosalas,19949,2023-03-18 16:52:35 EDT,2023-03-18,16:52:35,Video,207,200,7,1060,false,https://www.instagram.com/tv/Cp8cDnOJHJ-/,https://www.instagram.com/tv/Cp8cDnOJHJ-/,,,Contribua vix PIX: (61) 98174-1689,,,,-3.1
Sergio Brucutu,sergio_brucutu,5131,2023-03-18 16:18:00 EDT,2023-03-18,16:18:00,Photo,87,81,6,0,false,https://www.instagram.com/p/Cp8YI8nJlaq/,https://www.instagram.com/p/Cp8YI8nJlaq/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336187326_726613199123372_918071038466587767_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=s8gPcKKkhHIAX_XoLfN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDKTQxWT4ccje1i4KXfTY060k4p8VRXa4h6giWZ3kQi-g&oe=6495562F,,🏆🏆🏆,,,,1.24
Serginho Agrella,serginhoagrella,2628,2023-03-18 14:19:14 EDT,2023-03-18,14:19:14,Album,19,19,0,0,false,https://www.instagram.com/p/Cp8KjDeOnHE/,https://www.instagram.com/p/Cp8KjDeOnHE/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336249841_980384546673894_363840864367597906_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qqUCZx2wjrUAX-Nk523&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD8VqL4sUWAne5rbzdkj8RJqvMM8M8UyVYo9aG6yFKQ_A&oe=648A1CDE,,🏁Race 🏁💯2️⃣0️⃣0️⃣ evento 🔝 igual Criança 😁,,,,-1.89
Serginho Agrella,serginhoagrella,2628,2023-03-18 14:15:37 EDT,2023-03-18,14:15:37,Album,13,13,0,0,false,https://www.instagram.com/p/Cp8KIpwuCYB/,https://www.instagram.com/p/Cp8KIpwuCYB/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/335778730_244234484698304_5910459222725198084_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=xuvbXFQVlwsAX9BmpsE&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfClCl5rj_3_MI3W5TzxuuTbA1hdBAEbpfzhDeOxQbPE9A&oe=6488D66C,,🏁Race 🏁💯2️⃣0️⃣0️⃣ evento 🔝,,,,-2.77
João Salas,oficialjoaosalas,19949,2023-03-18 13:05:55 EDT,2023-03-18,13:05:55,Video,238,226,12,1078,false,https://www.instagram.com/tv/Cp8CIWSo3K5/,https://www.instagram.com/tv/Cp8CIWSo3K5/,,,,,,,-2.69
WESLEY ROS,wesleyros,281430,2023-03-18 12:51:07 EDT,2023-03-18,12:51:07,Photo,"2,320",2117,203,0,false,https://www.instagram.com/p/Cp8AdrUOpPI/,https://www.instagram.com/p/Cp8AdrUOpPI/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336095124_1251715995552858_6997522907030664730_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=EC6k5fAMw4cAX_E_9kP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA57oRiV-R1QMMa9iPvxMWUW8wiEcy2Xb8RQv5DsZKlLw&oe=6445ED6E,,"Essa infeliz senhora da desinformação fez esse  comentário podre…🙄, algo do tipo “NA ETERNIDADE O INFERNO ARDERÁ, MAS NÃO MATARÁ” 🙄🤷🏾‍♂️… mas que 💩!!",Míriam Leitão o cenário econômico não é desastroso. Mas também não é muito positivo,,,-2.25
Sergio Brucutu,sergio_brucutu,5131,2023-03-18 12:27:48 EDT,2023-03-18,12:27:48,Album,73,59,14,345,false,https://www.instagram.com/p/Cp79y81OM5y/,https://www.instagram.com/p/Cp79y81OM5y/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/336042689_1377855456305949_5592009663296363901_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=nQvO1HL-iisAX-EpfuW&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBOnxyuUAw_e_71QpnsO2kG0pXTFaC9qlKsIbFNWr1llg&oe=64954FFA,,"Grupo Muzenza mostrando cuidado e valorização com o conhecimento.
Parabéns ao grupo, gratidão pela parceria. Seguem dois artigos que considero de boa valia, um que questiona as origens da Capoeira comprovando a presença da cultura indígena (os negros da terra) na gênese da arte Capoeira e o segundo artigo sobre o imenso potencial terapêutico da Capoeira, principalmente naquilo que vem se apresentando como o mal do século: a DEPRESSÃO 

Os artigos seguem no carrossel deste post. Entretanto desejando o arquivo basta me contactar pelo link na Bio
.
.
.

@voltadomundo.capoeira 
@mestre_fantasma_sc @bonifacioalexandreamaro 
#dabocadogunga
#vouvadiar
#culturanaroda
#capoeira
#capoeiristas
#tvcapoeira
#drsergio_psicologo 
#capoeira
#capoeirista
#expressão
#capoeirainfoco
#arte
#mestrebrucutu
@drsergio_psicologo 
#smartcapoeira
#so_capoeira #rabodearraia #lojarabodearraia #capoeiravivenciaa
#capoeira061
# capoeira_de_Brasilia.61
#artelutacapoeira
#capoeira_brasileira
#sapebacapoeira 
#capoeira_post
@dabocadogunga @mestresapeba @mestrebuscalonge @mestre_cobrinha_muzenza @mestresargentomuzenza @mestreburgues @grupomuzenzacapoeiraoficial @muzenzalgarve",,,,-2.41
João Salas,oficialjoaosalas,19949,2023-03-18 11:51:29 EDT,2023-03-18,11:51:29,Video,334,319,15,1726,false,https://www.instagram.com/tv/Cp75luJom-P/,https://www.instagram.com/tv/Cp75luJom-P/,,,Contribua via pix: (61) 98174-1689,,,,-1.92
Robert Zorzato,robertzorzato,1719,2023-03-18 10:58:56 EDT,2023-03-18,10:58:56,Photo,53,48,5,0,false,https://www.instagram.com/p/Cp7zoGUAQJS/,https://www.instagram.com/p/Cp7zoGUAQJS/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336067029_861332474963876_3807617142977516260_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=MEPOR97VrWMAX_51sEJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCk2-scuvUNCYRURWWjmyNLDHW7zMN5jNEwQB9I11S56A&oe=645C2FEC,,Ganhar pra isso seria top!,"SP Portal SJP Verdade Publicado por Robert Zorzato Agora mesmo Lula disse que estão pagando para falar mal dele, alguém sabe onde estão fazendo esse cadastro? porque eu estou falando de graça.",,,1.1
Gilson da Autoescola,gilsondaautoescola,N/A,2023-03-18 08:10:00 EDT,2023-03-18,08:10:00,Photo,143,130,13,0,false,https://www.instagram.com/p/Cp7gVTNNKIX/,https://www.instagram.com/p/Cp7gVTNNKIX/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336060185_1252588195612128_7965408571329950033_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=GWAVYvizBxIAX_nAvTw&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB-a_XRme7wM2F-YOxNpJ_0wKooezqmlrxgXp4zhZbcQg&oe=64955151,,"SENADORA DAMARES ALVES 

Em boa companhia em Brasília, Senadora @damaresalvesoficial1 , ela é Pastora, Advogada e ex Ministra  da Mulher, da Família e dos Direitos Humanos.

Sempre uma honra encontrar e conversar com a Senadora que representa a bancada cristã no Senado!

Obrigado pelos conselhos e direcionamentos!

.

.

.

#senadofederal #brasília #vereadorgilsondaautoescola",,,,2.55
WESLEY ROS,wesleyros,281405,2023-03-17 20:25:59 EDT,2023-03-17,20:25:59,Photo,"6,574",6135,439,0,false,https://www.instagram.com/p/Cp6PuV8JqtS/,https://www.instagram.com/p/Cp6PuV8JqtS/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/335938764_724444822499906_3364561999983523652_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=iZ76FYWzDwEAX_3BIBa&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAA8J1YfW4dAdAI2bADLzWoRKZzNEycVrEofb5G-0Pp9w&oe=64466FC7,,"Ihhhhhhh. A coisa ficou preta na sua tela🤣🤣🤣 
👉🏾Uma foto pra galera da raça humana vibrar e os da raça negra pirar😜. 

@wesleyros @maiconsulivanbr @depheliolopes 🇧🇷🇧🇷🇧🇷",,,,1.26
Serginho Agrella,serginhoagrella,2627,2023-03-17 19:53:02 EDT,2023-03-17,19:53:02,Photo,6,6,0,0,false,https://www.instagram.com/p/Cp6L9FKLTnC/,https://www.instagram.com/p/Cp6L9FKLTnC/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336489095_1362423304555119_4083916511783194836_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=6rzKVBKa4ecAX9PBKCj&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBZba7QO5pzx77kTmMOoBzaRR2zrWG96LM6NjTRYzOS4w&oe=6486EFAF,,"Marcinho Hoje na Estaçao Bar e choperia fazendo o melhor da Música para galera ☺️👏🏽🍺 venham tomar aquela gelada Conosco 🤜🏽💥🤛🏽

Rua Saldanha Marinho n°10 Centro, Cravinhos/SP",,,,-2.17
