,Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
174,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,3049481.0,2022-12-23 06:14:44 EST,2022-12-23,06:14:44,Photo,"50,954",47320,3634,0,False,https://www.instagram.com/p/CmgiZkbgIdP/,https://www.instagram.com/p/CmgiZkbgIdP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321142591_5652862568116930_8793378447728394493_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=D_XGvrpBcxoAX8UyuNt&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfArNWTUBZW8ey5UlNsvcTU9bQj8KGEvWpkd4RGoTZNiJA&oe=63DC003E,,"Correios, SD, Porto de Santos…. Seria capaz de arriscar OS MOTIVOS das intenções. Contudo creio que não precise! Onde estão os isentões que sempre foram tão barulhentos em prol do que diziam defender? Eis outra questão que não precisamos arriscar a responder!","Porto de Santos Brasil cancelará privatização do Porto de Santos, diz futuro ministro Márcio França Por Reuters 22/12/2022-17:08",,,-1.29,"Post Office, SD, Porto de Santos….Would be able to risk the reasons for intentions.However I believe it does not need!Where are the exempt that have always been so noisy for what they said to defend?This is another question that we don't need to risk answering!",-0.4042,,0.0
175,Silvia Nobre Waiãpi,silviawaiapi,137897.0,2022-12-22 20:46:02 EST,2022-12-22,20:46:02,Photo,"16,327",15384,943,0,False,https://www.instagram.com/p/CmfhUUhr1m3/,https://www.instagram.com/p/CmfhUUhr1m3/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320995829_708423010649988_6424476457649206626_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=YeALgKNAYSQAX9ZaPZn&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD0jT65UI3R3eICKzULEBuBC_KC0Vx86ZryYLI92BIPig&oe=63F61193,,,Silvia Waiãpi @silviawaiapi Cumpre informar que a prisão temporária do CACIQUE TSERERE XAVANTE foi convertida em Prisão Preventiva. NÓS INDÍGENAS PERDEREMOS A NOSSA LIBERDADE NO BICENTENÁRIO DA INDEPENDÊNCIA LUTANDO PELA LIBERDADE DO POVO BRASILEIRO 22:42· 22/12/2022,,,2.05,Nan,0.0,,0.0
176,Magno Malta,magnomalta,1587218.0,2022-12-22 20:26:20 EST,2022-12-22,20:26:20,Photo,"55,401",51182,4219,0,False,https://www.instagram.com/p/CmffEBQLGMg/,https://www.instagram.com/p/CmffEBQLGMg/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321550566_857833618807302_7485120288259603855_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=TPMC-5mOsMcAX_t4vK6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBEANPoYyRt6Uwf8ioBl7YgScxwYZU_CqTFehvkji1fRg&oe=63F354BF,,"Só falta eu ver chover pra cima, por que todo dia vejo coisas que nem me impressionam mais. Agora crianças orando o “Pai Nosso” é algo prejudicial a sua formação. Mas o que dizer de uma esquerda que tenta a todo custo implantar ideologias nas escolas?

#temquetercoragem",Magno Malta @MagnoMalta PERSEGUIÇÃO RELIGIOSA? REVISTA OESTE POLÍTICA Ministério Público recomenda fim do Pai- Nosso em escolas MP destaca o princípio do Estado laico na decisão Redação Oeste 19 DEZ 2022 19:35 MAGnO MALTA,,,1.94,"I just have to see rain up, because every day I see things that no longer impress me anymore.Now children praying the “Our Father” is harmful to their formation.But what about a left that tries at all costs to implement ideologies in schools?

#Thektercorage",-0.2746,Magno Malta @Magnomalta religious persecution?West Policy Magazine Public Prosecution Service recommends end of the Father- Ours in MP schools highlights the principle of the secular state in the decision West Newsroom 19 Dec 2022 19:35 Magno Malta,-0.3182
177,Silvia Nobre Waiãpi,silviawaiapi,137749.0,2022-12-22 17:36:34 EST,2022-12-22,17:36:34,Photo,"3,952",3862,90,0,False,https://www.instagram.com/p/CmfLoofP7zO/,https://www.instagram.com/p/CmfLoofP7zO/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321141484_1013997242779522_6131476162178671220_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pKpJh-SwPNoAX9NC-gb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCeP0W9EwBlRxiPPk4qV-q6vdqnECbUBIJIMOpwHPedxQ&oe=63F65BB1,,https://gettr.com/user/warroom,Fwans WarRoom/ 8PM WARROOM.ORG 22HS LIVE NO GETTR 22/12/22 Silvia Waiãpi Deputada Federal Jayne Zirkle Jornalista Americana Sônia Carvalho Tradutora,,,-2.02,,0.0,Fans War Room/8pm Warroom.org 22hs Live No Gettr 22/12/22 Silvia Waiãpi Federal Deputy Jayne Zirkle American Journalist Sônia Carvalho Translation,-0.7269
178,Gustavo Gayer,gusgayer,513028.0,2022-12-22 15:25:38 EST,2022-12-22,15:25:38,Photo,"8,055",7934,121,0,False,https://www.instagram.com/p/Cme8poRuGUr/,https://www.instagram.com/p/Cme8poRuGUr/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321107469_200970339158503_3092909943009211728_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=DkxhTjlPpIIAX8cQKB1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDB7T1T-O8ao0PcQ-x2jANzdQT-K_VQHrUSBKMUIxt-Gw&oe=63E12ADE,,"Quanto mais batem, mais a gente cresce",40 Aagada seguidores no twitter,,,-3.68,"The more they beat, the more we grow up",0.0,,0.0
179,Clarissa Tércio,clarissatercio,996671.0,2022-12-22 15:01:39 EST,2022-12-22,15:01:39,Photo,"7,703",7506,197,0,False,https://www.instagram.com/p/Cme557lP0qg/,https://www.instagram.com/p/Cme557lP0qg/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321106483_125972243459828_7053806381441733426_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=w65DeJJGhfUAX_KiTAp&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCteL9Q3bkGKiXwIYClFv3xoVhDm2gxggrW0IM3bK4PwQ&oe=63D4F8B6,,"Um #tbt bem recente de um momento muito especial: Nossa diplomação! A Deus seja a glória e que ELE, que comanda tudo, nos dê força e sabedoria para combater o mal e lutar por justiça!",,,,1.01,"A very recent #tbt of a very special moment: our diploma!To God be glory and that He, who commands everything, gives us strength and wisdom to combat evil and fight for justice!",0.8682,Nan,0.0
180,Rodrigo Constantino,rodrigoconstantino1976,1444014.0,2022-12-22 12:56:37 EST,2022-12-22,12:56:37,Photo,"9,244",9094,150,0,False,https://www.instagram.com/p/CmermIPpZbp/,https://www.instagram.com/p/CmermIPpZbp/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320787558_928235278341686_59280851614090948_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=m33yeTBNmL8AX_i6g4m&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBoNcBH6PS1CIJ3ZmfHELZynlFH24-oTl-2YFrIpDqriw&oe=63D443A7,,Tem sócio esperando a divisão do butim por todos os lados…,"Bloco de Notas O PT tem cada vez menos adeptos ideológicos e mais sócios no butim, enquanto os trabalhadores são reféns, súditos, não cidadãos. @rodrigoconstantino1976 Trecho extraído do livro: Contra a Maré Vermelha: Um liberal sem medo de patrulha",,,-2.99,There is a partner waiting for the division of the buton on all sides…,0.0,"Block PT has fewer and fewer ideological adherents and more members in Butim, while workers are hostage, subjects, non -citizens.@Rodrigoconstantino1976 Excerpt from the book: Against the Red Tide: a liberal without fear of patrol",-0.0701
181,Silvia Nobre Waiãpi,silviawaiapi,137749.0,2022-12-22 11:37:45 EST,2022-12-22,11:37:45,Photo,"2,323",2259,64,0,False,https://www.instagram.com/p/CmeikjxJ-O-/,https://www.instagram.com/p/CmeikjxJ-O-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320868366_103472269253558_3604725931613628233_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=HQdTmX0L0B4AX-N-W9o&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC1Df5SMHlY5sNU8XmOMb7QfzMzKvJpBos5zAtDai6ugg&oe=63F66809,,"Tonight at 8 pm ET join us on WarRoom’s Gettr for special coverage of developments in Brazil in both English and Portuguese with newly elected Federal Deputy for Amapá, Sílvia Nobre Waiãpi. gettr.com/user/warroom","LIVE AT 8 PM ET ON GETTR SÍLVIA NOBRE WAIÃPI ELECTED FEDERAL DEPUTY FOR AMAPÁ, BRAZIL Bannon's WarRoom n WARROOM.ORG",,,-3.43,"Tonight at 8 PM et join us on Warroom's Gettr For Special Coverag of Developments in Brazil In Both English and Portuguese With Newly Electted Federal Deputy for Amapá, Silvia Nobre Waiãpi.gettr.com/user/warroom",0.5994,"Live at 8 PM et on gettr Silvia Nobre Waiãpi Elected Federal Deputy for Amapá, Brazil Bannon's Warroom n Warroom.org",0.0
182,Eduardo Bolsonaro🇧🇷,bolsonarosp,5009617.0,2022-12-22 11:22:26 EST,2022-12-22,11:22:26,Photo,"168,249",160261,7988,0,False,https://www.instagram.com/p/Cmeg0WnrSpH/,https://www.instagram.com/p/Cmeg0WnrSpH/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320972143_547942676984133_7036688304816713494_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zEPWCQ0E7xwAX8dePtX&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC_YZi0KsuRLo-gfm0ezaLDBGqWgtTLLUMB3IJPLodu-A&oe=63D6E78F,,Agradeço minha Advogada @karinakufa . Vitória da liberdade de expressão.,"UMA VITÓRIA DA LIBERDADE justiça condenou Instagram Facebook não praticarem shadowban nas publicaçoes do Deputado Eduardo Bolsonaro. Na decisão, as redes foram obrigadas devolver todas funcionalidades da plataforma para o usuário, além de terem que arcar com todas do processo. RDÃ BOLSONARO @bolsonarosp t.me/depeduardobolsonaro",,,1.67,I thank my lawyer @karinakufa.Victory of freedom of expression.,0.7717,"A Freedom Justice victory condemned Instagram Facebook not to practice Shadowban in the posts of Deputy Eduardo Bolsonaro.In the decision, the networks were required to return all the platform functionality to the user, and have to bear all of the process.Bolsonaro @bolsonarosp t.me/depeduardobolsonaro",0.6908
183,Clarissa Tércio,clarissatercio,996671.0,2022-12-22 11:20:10 EST,2022-12-22,11:20:10,Photo,"1,926",1890,36,0,False,https://www.instagram.com/p/CmegjyPO99T/,https://www.instagram.com/p/CmegjyPO99T/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321070875_661976988993662_3038137372285173344_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=_LhDinZK9ZEAX_w-cAj&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBnZYfbuuZV25RWYvp2YYClV8d8g_0sVZotanlyS38spg&oe=63D4E267,,"Você é nosso convidado especial para participar do nosso tradicional Culto de Natal, que será realizado, pela Igreja Assembleia de Deus Novas de Paz, amanhã, dia 23 de dezembro, às 19h, no Quartel do Derby. 

Será um momento de celebração, adoração e louvor a Deus! Esperamos por você e sua família!","É AMANHÃ ÀS 19H NATAL CULTO DE NO QUARTEL DO DERBY PASTOR ASTORPRESIDENT FRANCISCO TÉRCIO SANDRA TERCIO Paar CLARISSA TÉRCIO PASTOR TÉRCIO RUA AMARO BEZERRA, S/N DERBY, RECIFE REALIZAÇÃO: ASSEMBLEIA DE DEUS NOVAS DE PAZ APOIO: UNEV/PE E RÁDIO NOVAS DE PAZ POLÍCIA MILITAR PERNAMBUCO 1993 88,1FM",,,-3.97,"You are our special guest to participate in our traditional Christmas service, which will be held by the Assembly of God News of Peace, tomorrow, December 23, at 7 pm, at the Derby Barracks.

It will be a moment of celebration, worship and praise to God!We wait for you and your family.",0.9245,"It is tomorrow at 7 pm CULT CHRISTMAS at Derby Pastor AstorPresident Francisco Tércio Tortio Tercissa Tércio Pastor Tércio Rua Amaro Bezerra, S/N Derby, Recife Realization: Assembly of God New Peace Support: UNEV/PE and Radio Novas de PeacePernambuco Military Police 1993 88.1fm",0.8074
184,Karina Bacchi,karinabacchi,9163076.0,2022-12-22 10:27:17 EST,2022-12-22,10:27:17,Album,"6,168",5860,308,0,False,https://www.instagram.com/p/CmeagYRu9jE/,https://www.instagram.com/p/CmeagYRu9jE/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320885641_6047825051930402_3979208874726052600_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Ru0KQ3deUsEAX8J-lJk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC5Uysyulkf64o0OTdq_a2ct7U5ShUAlpyN7S-U-9hTQw&oe=63F42096,,Feliz em compartilhar com vocês Uma Super novidade ! Vamos juntas pra Grécia e Turquia ? Eu e @virginiaarrudaoficial com vcs em uma viagem imperdível em Agosto de 2023 onde visitaremos juntos as Igrejas do Apóstolo Paulo e as Igrejas do Apocalipse ! O grupo é limitado e as reservas começam hoje mesmo ! Mais informações sobre valores e roteiro completo com @hebromturismo ! Garanta seu lugar com a gente ! 11-96576881 ! Os 20 primeiros inscritos concorrerão a uma joia da minha coleção @joias4ever ! Compartilhe 🙏🏻💕,,,,-4.47,Happy to share with you a super news!Let's go together for Greece and Türkiye?Me and @virginiaarrudaoficial with you on an unmissable trip in August 2023 where we will visit the apostle Paul's churches and the churches of the Revelation!The group is limited and reserves start today!More information about values and script complete with @hebromturismo!Guarantee your place with us!11-96576881!The first 20 subscribers will compete for a jewel in my @joias4ever collection!Share 🙏🏻💕,0.9616,Nan,0.0
185,Gustavo Gayer,gusgayer,513028.0,2022-12-22 09:11:09 EST,2022-12-22,09:11:09,Photo,"10,230",10073,157,0,False,https://www.instagram.com/p/CmeRy26uwj6/,https://www.instagram.com/p/CmeRy26uwj6/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320943834_699950438183214_1115335048427661871_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=thg8uUm7B88AX_hiiGM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC61ZWUn-4BatWOPi-NsF2zmyrsMLv4_CA2i9Bc7SVvYA&oe=63E1A2DA,,"Já baixou o GETTR? 
Muito em breve esses pensamentos não poderão ser compartilhados em outra rede social, somente lá","GETTR BAIXE APP ME SIGA N GETTR atlos Gustavo Gayer @Gustavogayer 44 minutos Muitos lembram do dia 10 de novembro de 89 quando derrubaram muro de Berlim, mas pouco se fala de 13 de agosto de 1961. Nessa data foi colocado primeiro tijolo dessa monstruosidade. Ahh se tivessem evitado esse primeiro tijolo!",,,-2.89,"Have you downloaded Gettr?
Very soon these thoughts cannot be shared on another social network, only there",-0.2584,"Gettr Download Me Follow Me N Gettr Atlos Gustavo gayer @gustavogayer 44 minutes many remember November 10, 89 when they dropped Berlin Wall, but little is said of August 13, 1961. On that date was first placed brick of this monstrosity.Ahh if they had avoided this first brick!",-0.5255
186,Clarissa Tércio,clarissatercio,996671.0,2022-12-22 09:02:07 EST,2022-12-22,09:02:07,Photo,"1,749",1512,237,0,False,https://www.instagram.com/p/CmeQwtUO33_/,https://www.instagram.com/p/CmeQwtUO33_/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321182385_1211019603103518_2530344507549767083_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=BnoBIpvhUJEAX8Tk-Bp&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDi8q4BJBJ7bzbPgdr92Uh5W1cjlUX51n-gYkDqZLa7mQ&oe=63D4A5FC,,Sem comentários.,"Anti-Bolsonaro, amigo de Dino e fă de Fidel: conheça O futuro chefe da PRF Novo diretor da PRF é antigo colaborador de Dino no Maranhão e posou como Fidel Castro no Facebook",,,-4.38,No comments.,-0.296,,0.0
187,Carlos Bolsonaro 🇧🇷,carlosbolsonaro,3048858.0,2022-12-22 06:45:17 EST,2022-12-22,06:45:17,Photo,"42,568",39810,2758,0,False,https://www.instagram.com/p/CmeBGdggNm3/,https://www.instagram.com/p/CmeBGdggNm3/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321238405_721270209573120_7725151799730212594_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=MCZn-Jmi-1oAX8mu1Gz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDG3el7dQIRBQpG9caYoT5P-RUXF6I1wminQPBrPrxIIA&oe=63DB01CE,,"Cê jura? Pra lula que em 2006 e 2008 arrumou bocada nos Ministérios da Pesca e da Defesa para embaixatriz das FARC no Brasil, esposa de Olivério Medina, que estava preso em Brasília a pedido da Colômbia, somente segue à rotina do que é a facção!",Advogados de Direita Brasil ADVOCD BRASIL Agora vai MST cobra espaço no núcleo de comando do Ministério da Defesa terrabrasilnoticias.com MST cobra espaço no núcleo de comando do Ministério da Defesa- Terra Brasil Notícias,,,-1.55,"You swear?For Lula, who in 2006 and 2008 filed a bit in the Ministries of Fisheries and Defense for Ambassador of the FARC in Brazil, wife of Olivério Medina, who was arrested in Brasilia at the request of Colombia, only follows the routine of what the faction is!",-0.4389,Right-wing brazil lawyers Advocd Brasil now will mST charges space at the command nucleus of the Ministry of Defense Terrabrasilnoticias.com MST COVERA SPACE IN THE MINISTRY OF DEFENSE COMMAND NUCLE,0.1613
188,Bolsonaro TV,bolsonaro.tv,919086.0,2022-12-22 04:54:10 EST,2022-12-22,04:54:10,Photo,"156,749",147394,9355,0,False,https://www.instagram.com/p/Cmd0YnEtaTc/,https://www.instagram.com/p/Cmd0YnEtaTc/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321144379_149969700829018_1619018803842374444_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=j54k3Smb-BUAX8dqK5o&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDCTBgmJHnA3J0cfJaYfCA9S-f39btJwOQcryNelDbR4Q&oe=6403D639,,,,,,2.78,Nan,0.0,Nan,0.0
189,Gustavo Gayer,gusgayer,513028.0,2022-12-21 22:10:11 EST,2022-12-21,22:10:11,Photo,"61,275",59640,1635,0,False,https://www.instagram.com/p/CmdGJyMN-Of/,https://www.instagram.com/p/CmdGJyMN-Of/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321082868_1295382707910834_8626534678363134351_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=1ZVBv5qyfGIAX9g3cW5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDUkyIQNOqvhUSFPW-NgG_NUZJXSfy65XZy2PKeTM4fTw&oe=63E1D1AB,,"Todo dia alguém me pergunta se eu não tenho medo de ser preso por me posicionar. 
O simples fato dessa pergunta já ter se tornado normal no Brasil já é prova que que estamos em uma prisão","Gustavo Gayer @GayerGus Sim Eu tenho medo de ser preso por defender o que eu acredito e me posicionar publicamente, mas tenho um medo maior ainda de como será o futuro dos meus filhos, dos nossos filhos, se não fizermos isso agora. 0:06 22 dez. 22",,,2.07,"Every day someone asks me if I'm not afraid of being arrested for positioning me.
The simple fact that this question has become normal in Brazil is already proof that we are in a prison",-0.7506,22,0.0
190,Rodrigo Constantino,rodrigoconstantino1976,1444247.0,2022-12-21 19:47:39 EST,2022-12-21,19:47:39,Photo,"33,072",31551,1521,0,False,https://www.instagram.com/p/Cmc113PphgX/,https://www.instagram.com/p/Cmc113PphgX/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320932312_147215508096456_5927034130402311425_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=x9bCbkka_gAAX_OwQLn&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAd21sHTZ-UktyN4KYa5Ydriq30fDZOpfGVmb9EzScBbg&oe=63D48669,,Brasil… 🤡,O! OLHA MÃE SEM ALGEMAS,,,1.2,Brazil… 🤡,0.0,O!Look mother without handcuffs,0.0
191,Clarissa Tércio,clarissatercio,996679.0,2022-12-21 17:31:54 EST,2022-12-21,17:31:54,Photo,"3,864",3611,253,0,False,https://www.instagram.com/p/CmcmTmIvi8z/,https://www.instagram.com/p/CmcmTmIvi8z/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320999570_2842852295851448_1629982332077659581_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=FwXdsog9agQAX9QXODY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAR3VuPG0pAOmqw0be-Fyc0naHG46ATR7e_HKiKmL9Htg&oe=63D4D143,,"HIPOCRISIA! 

O PT que sempre prega a tal “diversidade” está agora com um governo dominado por homens brancos e petistas! Dá pra acreditar? 

É surpreendente a forma como os petistas agem durante e depois da campanha!","enag PT PROMETE DIVERSIDADE, MAS HOMENS BRANCOS DOMINAM INDICAÇÕES JÁ FEITAS PARA O GOVERNO CLARISSA TÉRCIO @clarissatercio PR. JÚNIOR TÉRCIO @pastorjuniortercio",,,-1.98,"HYPOCRISY!

The PT that always preaches such “diversity” is now with a government dominated by white and petist men!Can you believe?

It is surprising the way petistas act during and after the campaign!",0.4545,"ENAG PT promises diversity, but white men dominate nominations already made to the government Clarissa tércio @clarissaterio PR.Junior tertcio @pastorjuniortecio",0.0129
192,Gustavo Gayer,gusgayer,509632.0,2022-12-21 17:29:47 EST,2022-12-21,17:29:47,Photo,"19,092",17262,1830,0,False,https://www.instagram.com/p/CmcmECYrizG/,https://www.instagram.com/p/CmcmECYrizG/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320903479_750637590069562_6082210584819706902_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=xOdt_pqcT8QAX9QydvD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDE6NqInpklXQEM1JpF-1dC9RGz1LH5I5P9BZx0tiwUNg&oe=63D3F26C,,"PQP!! LULA escolhe um fã de Fidel Castro para chefe da Policia Rodoviária Federal
O paredão é só uma questão de tempo agora","POLÍTICA Anti-Bolsonaro, amigo de Dino e fã de Fidel: Conheça o futuro chefe da PRF",,,-1.22,"PQP !!Lula chooses a fan of Fidel Castro for the head of the Federal Highway Police
The wall is just a matter of time now",0.4559,"Anti-Bolsonaro Policy, Dino's friend and Fidel fan: Meet the future PRF head",0.6705
193,Rodrigo Constantino,rodrigoconstantino1976,1444247.0,2022-12-21 13:17:42 EST,2022-12-21,13:17:42,Photo,"7,139",6933,206,0,False,https://www.instagram.com/p/CmcJNrmJCUI/,https://www.instagram.com/p/CmcJNrmJCUI/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/321076329_845929683409077_6424185516831119740_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=QsDmBm7_Dg0AX-9RVcq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBQ1mQWIrXk5ZeVQKiU1cqfaRR89jMWK-C-71NizGdzXQ&oe=63D5348D,,Vai pesar sobre um longo período…,"Notas ""vale-tudo"" defendido pelos petistas, seu exacerbado relativismo ético e moral usado para justificar seus ""malfeitos"", banalização da corrupção, tudo isso vai pesar sobre nós por um longo período, e não será fácil reverter O quadro de deterioração de valores. @rodrigoconstantino1976 Trecho extraído do ivro: Contra Maré Vermelha: Um libera sem medo de patrulh a",,,-3.87,Will weigh on a long time…,0.0,"NOTES ""MMA"" defended by petistas, their exacerbated ethical and moral relativism used to justify their ""malfections"", trivialization of corruption, all will weigh on us for a long time, and it will not be easy to reverse the value deterioration of values.@Rodrigoconstantino1976 Excerpt from Ivro: Against Red Maré: One releases without fear of Patulh a",0.6152
194,Clarissa Tércio,clarissatercio,996679.0,2022-12-21 11:43:46 EST,2022-12-21,11:43:46,Photo,"2,867",2629,238,0,False,https://www.instagram.com/p/Cmb-ds5PoR5/,https://www.instagram.com/p/Cmb-ds5PoR5/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320920123_878960783236321_8320214024844772758_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pkjFTP4ElMQAX9r97Kv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfABapfGyQdbqj02pFoZ8pwym5lO34Ucyet8YVHLFjMFUQ&oe=63D5496F,,"Como era de se esperar, ontem, a Câmara dos Deputados aprovou em primeiro turno, por 331 votos a favor e 168 contra, a PEC da Transição!

A proposta de emenda visa aumentar o teto de gastos em R$ 168 bilhões no próximo ano, podendo chegar com R$ 193,7 bilhões!

Mais um tapa na cara dos brasileiros! 

Mas, não vamos desistir de lutar pelo bem do nosso Brasil e pelos brasileiros!

Por mais que tentem, não vão calar a nossa voz!",Câmara aprova em 1° turno 'PEC fura-teto' com validade de um ano e R$ 168 bi fora do teto Por Jovem Pan 20/12/2022 22h59 Atualizado em 20/12/2022 23h53 PASTOR JUNIO TÉRCIO @pastorj @pastorjuniorter DERAM UM CHEQUE EM BRANCO PARA LULA DEPUTADO ESTADUAL PR. JÚNIOR TERCIO @pastorjuniortercio DEPUTADA FEDERA CLARISSA TERCIO @clarisatercio,,,-2.67,"As expected yesterday, the House of Representatives approved in the first round, for 331 votes in favor and 168 against, the transition PEC!

The amendment proposal aims to increase the spending ceiling by $ 168 billion next year, and may arrive with $ 193.7 billion!

One more slap in the face of Brazilians!

But, we will not give up fighting for the sake of our Brazil and Brazilians!

As much as they try, they won't silence our voice!",0.8262,House approves in 1st shift 'PEC FURA-TETO' valid for one year and R $ 168 billion out of the ceiling by young pan 12/2022 22h59 updated on 12/20/2022 23h53 Pastor Junio @pastorj @pastorjuniorteA blank check for Lula State Deputy PR.Júnior tercio @pastorjuniortecio deputy federa clarissa tertio @clarisaterio,0.4019
195,Oscar Magrini,oscarmagrini,468580.0,2022-12-21 10:48:55 EST,2022-12-21,10:48:55,Album,"1,288",1219,69,0,False,https://www.instagram.com/p/Cmb4MCMruyb/,https://www.instagram.com/p/Cmb4MCMruyb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/320741879_889441568734362_4261394428352440111_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pZYDnfAXmjAAX8Lqj5r&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCAQd0L7TZ9EL0MA1IB7VqcGBm_YxfBzqAURpKaYbospw&oe=6420DF2D,,"Hoje vai no ar no programa @sbtthenoite 
a partir da meia noite …muito legal e muitas risadas claro 😂😂😂👍👍👀 
@sbt @danilogentili #221222 #📺 
#oscarmagrini",,,,-1.04,"Today goes on the air on the @sbtthenoite program
From midnight… very cool and many laughs of course 😂😂😂👍👍👀
@sbt @danilogentili #221222 #📺
#Scarmagrini",0.9259,Nan,0.0
