,Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
250,Gilson da Autoescola,gilsondaautoescola,,2023-02-18 13:21:03 EST,2023-02-18,13:21:03,Album,113,110,3,0,False,https://www.instagram.com/p/Co0Ef8-JSNL/,https://www.instagram.com/p/Co0Ef8-JSNL/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/331605636_163901623102168_4878290794246369323_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=BEWLoQp66CUAX85PaMT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfChAth18oL8qt7A95GtOSD_zoOMOmNVlG762_0YLrN6XA&oe=6494F8B8,,"EMPREENDEDORISMO 

Você nunca sabe que resultados virão da sua ação. Mas se você não fizer nada, não existirão resultados.
 
- Mahatma Gandhi

.

.

.

#betim #parceria #politica #empreendedorismo #vereadorgildondaautoescola",,,,2.02,"ENTREPRENEURSHIP

You never know what results will come from your action.But if you do nothing, there will be no results.
 
- Mahatma Gandhi

.

.

.

#betim #politica #politica #mapidalism #vereadorgildandaautoescola",-0.296,Nan,0.0
251,Robert Zorzato,robertzorzato,1718.0,2023-02-18 11:35:30 EST,2023-02-18,11:35:30,Photo,45,44,1,0,False,https://www.instagram.com/p/Coz4a0bL4Vd/,https://www.instagram.com/p/Coz4a0bL4Vd/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/331253942_609377700995428_3255602931698538633_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2a23XIuZgxUAX-5JXK_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDdcvmD-yWeFZb3Zp9Mz5dU3da7VmBBZlGGN77bPz1lGw&oe=644B890C,,Ahh sabedoria dos antigos…,"SJ VERDADE Portal SJP Verdade Publicado por Robert Zorzato Agora mesmo Meu avô sempre me dizia, quando o ladrão quer roubar ele dá carne aos cachorros! Hoje eu vejo que ele tinha razão",,,-1.04,The wisdom of the old ...,0.5267,"SJ Truth Portal SJP Truth Posted by Robert Zorzato right now my grandfather always told me, when the thief wants to steal he gives the dogs!Today I see that he was right",-0.5093
252,Robert Zorzato,robertzorzato,1718.0,2023-02-18 09:46:30 EST,2023-02-18,09:46:30,Photo,65,61,4,0,False,https://www.instagram.com/p/Cozr8eNr0x8/,https://www.instagram.com/p/Cozr8eNr0x8/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/331319310_496896685941980_6523610212700226533_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=3Rbv4Axue5YAX_VZWAu&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBjonYBN8LQpofOjGkL3gTZY6RyaKYlVuL3XZcxkDHTLw&oe=64480EE1,,Segundo especialistas! @todos,"SJP Porta SJP Verdade Publicado por Robert Zorzato 1 min Estudos apontam, que falar a frase EU AVISEI aumenta 78% a raiva de quem fez a burrada de fazer o L!",,,1.38,According to experts!@all,0.0,"SJP SJP Door Truth Posted by Robert Zorzato 1 Min Studies point, that talking the sentence I warned increases 78% the anger of those who made the bunch of doing L!",-0.5411
253,Gilson da Autoescola,gilsondaautoescola,,2023-02-17 12:09:37 EST,2023-02-17,12:09:37,Photo,92,88,4,0,False,https://www.instagram.com/p/CoxXh2BLYLF/,https://www.instagram.com/p/CoxXh2BLYLF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/331177035_568458948544258_7975345422813061308_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=QRsrck6k0bkAX_AXnjI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCPz1cRt5orgShL5SRihyV3ZQFcXLL0-UXOYtGRyQG2cQ&oe=64943B54,,"VISITAS

Hoje foi dia de ouvir as demandas do Laranjeiras através do irmão Joaquim, dono da Sorveteria Santana! 

Sempre um prazer estar com vocês! Agradeço a confiança. 

.

.

.

# lideranças #trabalhandoporvc #trabalhandoporBetim #vereadorgilsondaautoescola",,,,1.64,"Visits

Today was the day to hear the demands of Laranjeiras through Brother Joaquim, owner of Santana Ice Cream Shop!

Always a pleasure to be with you!I thank you for your confidence.

.

.

.

#Leaders #BollowingPorVC #BollowingPorBetim #VereadorgilSondaAutoescola",0.8774,Nan,0.0
254,Serginho Agrella,serginhoagrella,2622.0,2023-02-17 11:33:51 EST,2023-02-17,11:33:51,Photo,33,23,10,0,False,https://www.instagram.com/p/CoxTb4DOVdH/,https://www.instagram.com/p/CoxTb4DOVdH/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/331135922_413181271028998_3949821123979654498_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=JAQccZ0B8AsAX95m0JN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBZ0fXeg9PUJgONZVth0GVtTdiNcvSTtnZSjqzSoYZwOg&oe=64383794,,"Vergonha de Aumento do Salário Mínimo enquanto foi destinado Bilhões para Lei Rouanet, 5 Milhões foi só para Cláudia Raia","18 REAIS? ESSEÉ 0 GOVERNO QUE SE DIZ ""PAI DOS POBRES"" pleno.news LULA AUMENTARÁ SALÁRIO MÍNIMO EM R$ 18 E DECEPCIONA ELEITORES SerginhoAgrella Serginho",,,1.38,"Shame of minimum wage increase while billions were destined for Rouanet Law, 5 million was only for Claudia Raia",-0.2023,"18 reais?Essais The government that is said to be ""father of the poor"" full.News Lula will increase minimum wage by $ 18 and disappoints voters Serginhoagrella Serginho",-0.5267
255,Josafá Ramos,josafarramos,5914.0,2023-02-17 10:33:34 EST,2023-02-17,10:33:34,Album,9,6,3,74,False,https://www.instagram.com/p/CoxMiS0uH55/,https://www.instagram.com/p/CoxMiS0uH55/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/329609284_1017988842698744_1094818738700928518_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=67GEZ2aQ8EYAX__EHwU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAmQCdkSyfl4lIBvQQJb-SbmAw5by-XgSrrX6vAX6_dQA&oe=6496D001,,Um esquenta pé. Eu,,,,-4.89,A warm foot.I,0.2263,Nan,0.0
256,WESLEY ROS,wesleyros,283953.0,2023-02-15 17:10:03 EST,2023-02-15,17:10:03,Photo,"17,297",16559,738,0,False,https://www.instagram.com/p/CoswUkMpZVU/,https://www.instagram.com/p/CoswUkMpZVU/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/331110147_112622074990367_5978229497013592613_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ISX6HkafjuIAX_YerKP&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBFvW4kicvsyRgj6qLnXgJUeRSys2QTyOXW9ffTwkSLsw&oe=6497707E,,É o mundo que está louco? ou o louco do Bolsonaro tinha razão 🤷🏾‍♂️,A LÓGICA DA ANVISA: Carnaval AQUI NÃO PRECISA DE MÁSCARA no avião AQUI É OBRIGATÓRIO,,,3.76,Is it the world that is crazy?or Bolsonaro's madman was right 🤷🏾‍♂️,0.0,Anvisa's logic: Carnival here does not need a mask on the plane here is mandatory,0.0772
257,Jose Vasconcelos Viana,josevasconcelosviana,24937.0,2023-02-15 15:01:58 EST,2023-02-15,15:01:58,Photo,312,194,118,0,False,https://www.instagram.com/p/CoshqWqJFIK/,https://www.instagram.com/p/CoshqWqJFIK/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330367034_158863106942534_4389043326609008841_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-_eBNNJ1gJkAX_zI9VQ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC2EVkpjaab-9fQT0rn9FXjvkDNgE-JQLzVCMNjIb_H2Q&oe=643513E7,,"45 DIAS DE DESGOVERNO!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa #quartéis #intervencaomilitar #bolsonaropreso",POLÍTICA 45 DIAS DE DESGOVERNO LULA CULPA 'INFILTRADOS BOLSONARISTAS' POR SEU GOVERNO TER PROBLEMAS PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR,,,1.21,"45 days of misfortune!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#greesCaminhoneiros #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #oladroosobeampapa #Quartels #Intervencaomilitar #Bolsonaropreso",0.0,POLICY 45 DAYS OF THE LULA GUILTY 'Bolsonarist Infiltrates' because your government has jvv portal problems follow @jvvnews on social networks.Visit www.jvvnews.com.br,-0.7378
258,WESLEY ROS,wesleyros,283953.0,2023-02-15 08:35:38 EST,2023-02-15,08:35:38,Photo,"7,421",6549,872,0,False,https://www.instagram.com/p/Cor1cyiueF1/,https://www.instagram.com/p/Cor1cyiueF1/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330857730_734954681593119_6164487630365076814_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zhleGs5NSMQAX-sNvQ8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCog2nXuwEnMzLo88Uu8qMy67A4OtKkG2Fr5X35JwMpUQ&oe=642AF39E,,"Coloquei sobre ele a bandeira que ungimos no monte sinai, mergulhamos ela 7x no Jordão e clamamos com ela no muro das lamentações … SIM, todos clamamos por INTERVENÇÃO  FEDERAL, mas aprendi a confiar na INTERVENÇÃO DO CÉU, apostar no exército que NUNCA FALHA, com o comando de um general que è acima de qualquer outra autoridade… e ELE VIRÁ SOBRE O BRASIL com PODER E AUTORIDADE🔥🙏🏾… posso ler um amém!??",BOLSONARO PRODUÇÃO 1,,,1.62,"I put upon him the flag we anointed on Mount Sinai, plunged her 7x in the Jordan and cry out with her on the wall of lamentations… Yes, we all cry out for federal intervention, but I learned to trust the intervention of the sky, bet on the army that never fails, withThe command of a general who is above any other authority… and he will come over Brazil with power and authority🔥🙏🏾… Can I read an amen! ??",0.6369,Bolsonaro Production 1,0.0
259,João Salas,oficialjoaosalas,17235.0,2023-02-14 21:47:26 EST,2023-02-14,21:47:26,Video,67,62,5,759,False,https://www.instagram.com/tv/CoqrO9loWYb/,https://www.instagram.com/tv/CoqrO9loWYb/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/328912506_3407569809517318_4980820475836418791_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=nQa7uvsSnHQAX_70Ioz&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCOgU7z2vtL0je1qWcZihjyfg34JI2RMJUhD0GW59mbqw&oe=6420F4D7,,Compre a rifa e concorra a um iPhone 11 256gb.,,,,-10.48,Buy the raffle and compete for an iPhone 11 256GB.,0.0,,0.0
260,Alexandre Carmo,alexcarmolondon,536.0,2023-02-14 19:33:19 EST,2023-02-14,19:33:19,Photo,5,4,1,0,False,https://www.instagram.com/p/Coqb68vv-nu/,https://www.instagram.com/p/Coqb68vv-nu/,https://scontent-sea1-1.cdninstagram.com/v/t39.30808-6/330917642_1577098102757355_4686041109121546309_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=aNSxpwXCR3YAX-MkhvW&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAQbcO6jp4eN7I1HrkK4IvxXS5hBn1K9qRvGVSY6SvOSA&oe=6496635F,,Quem julga um dia será julgado a justiça de Deus tarda mas não falta,,,,-0.0,Who judges one day will be judged the justice of God long but not lacking,0.4118,,0.0
261,🔹𝓟𝓻. 𝓣𝓱𝓲𝓪𝓰𝓸 𝓑𝓮𝔃𝓮𝓻𝓻𝓪,ofc.thiago_pr,105294.0,2023-02-14 18:33:47 EST,2023-02-14,18:33:47,Photo,"1,660",1617,43,0,False,https://www.instagram.com/p/CoqVG6Tu_6B/,https://www.instagram.com/p/CoqVG6Tu_6B/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/330615550_2981045175536625_3281674822761491480_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7xywOx4PcUUAX-3Wp0c&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfBbALaaQnUBVcIr6JxWSXAAcg3Y4Zy1Ei6YThWXLpcKug&oe=64832A54,,"O certo é o certo ainda que, seja a minoria que esteja fazendo...",,,,2.9,"The right thing is right even if, be the minority you are doing ...",0.0,Nan,0.0
262,Jose Vasconcelos Viana,josevasconcelosviana,24928.0,2023-02-14 17:04:51 EST,2023-02-14,17:04:51,Photo,828,736,92,0,False,https://www.instagram.com/p/CoqK7kfJcfU/,https://www.instagram.com/p/CoqK7kfJcfU/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330653616_134310969541699_443772791645198990_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=eSSzBDd2ld8AX-cd5He&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCJJy6Fm3WwAms8neYo74WVeqxW4AZcWRccgwVJ8l-yyw&oe=6417A916,,"O BICHO VAI PEGAR!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa #quartéis #intervencaomilitar #bolsonaropreso",NOTÍCIAS >> POLÍTICA 1 MIN DE LEITURA Bolsonaro vai abalar o governo Lula o retorno do ex-presidente vai agravar mais ainda a imagem do PT ORTAL JVV JVVNEWS REDAÇÃO 12/02/2023 17:45,,,3.22,"The animal will catch!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#greesCaminhoneiros #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #oladroosobeampapa #Quartels #Intervencaomilitar #Bolsonaropreso",0.0,News >> Politics 1 min Reading Bolsonaro will shake the Lula government the return of the former president will further aggravate the image of PT Ortal JVV JVVNews Writing 12/02/2023 17:45,-0.6369
263,Gilson da Autoescola,gilsondaautoescola,,2023-02-14 16:25:07 EST,2023-02-14,16:25:07,Album,336,261,75,0,False,https://www.instagram.com/p/CoqGYimvuw6/,https://www.instagram.com/p/CoqGYimvuw6/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330668625_711657297101628_506353541558043512_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=TmKTmUQofzsAX8WKyU5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAEtLbXLRolh9eNeSWAoMSntW8oDmLABHHNUSRoORn1dQ&oe=64953450,,"SOU GRATO 

Por 17 a 3, na sessão plenária dessa manhã, 14 de fevereiro, o pedido de abertura do processo de cassação do meu mandato, foi arquivado. 

O resultado de hoje faz jus e é coerente com toda a minha caminhada, desde o início do meu primeiro mandato. 

Agradeço a todos os que vinham me apoiando nesse trajeto, desde o dia 08 de janeiro até aqui. Agradeço aos nobres vereadores pela confiança. Aos amigos e irmãos, pelas orações. À minha família, pela presença, amor e apoio incondicional. 

Enfim, agradeço ao meu Pai das Luzes, do qual procede toda boa dádiva!

“A Deus toda a glória!”

.

.

.

#vereadorgilsondaautoescola",,,,6.0,"I'm grateful

By 17 to 3, in the plenary session this morning, February 14, the request to open the process of revocation of my mandate, was filed.

Today's result is justice and is consistent with all my walk since the beginning of my first term.

I thank all who had been supporting me on this route, from January 8th until here.I thank the noble councilors for their trust.To friends and brothers, by prayers.To my family, for the presence, love and unconditional support.

Anyway, I thank my father of the lights, which proceeds with all good gift!

""God all glory!""

.

.

.

#vereadorgilSondaAutoescola",0.9904,Nan,0.0
264,SARGENTO RODRIGUES,sargentorodriguesoficial,33256.0,2023-02-14 15:23:25 EST,2023-02-14,15:23:25,Photo,220,200,20,0,False,https://www.instagram.com/p/Cop_UnqvKW_/,https://www.instagram.com/p/Cop_UnqvKW_/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330753747_179524721453150_2308596978443972543_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=I2wb13tkZIMAX9Lzifs&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDKq-mjUlZ-Xu-5a1fY69JBdqUAH5X_jdpABo8p5adS9w&oe=6421BF30,,"Está aprovado em 1º turno, pelo Plenário, o Projeto de Lei 993/19, de minha autoria, que estabelece diretrizes para as ações do Estado voltadas para a proteção e defesa civil, prevenção e mitigação dos efeitos de acidentes e atos violentos nas escolas da rede pública de ensino do Estado. O objetivo é que o poder público incentive a inclusão dos princípios de proteção e defesa civil nos currículos escolares, bem como estabeleça medidas de segurança contra desastres em escolas situadas em áreas de risco, com ações como pesquisas sobre o tema, realização de campanhas educativas, participação da sociedade e a articulação entre os sistemas municipais e estadual de ensino e a Coordenadoria Estadual de Defesa Civil na implementação das ações. 

A proposta foi aprovada na forma do substitutivo apresentado pela Comissão de Educação, Ciência e Tecnologia que acrescentou, ao texto original, diretrizes e ações para prevenir efeitos de acidentes e atos violentos nas escolas, como o incentivo à criação de brigadas de emergência e o desenvolvimento de atividades de capacitação e treinamento de alunos e profissionais da educação.

O projeto volta para as comissões, para parecer de 2º turno.",,,,-1.63,"The first round is approved by the Plenary, Bill 993/19, of my own, which establishes guidelines for state actions aimed at protection and civil defense, prevention and mitigation of the effects of accidents and violent acts in schools of schoolsState Education Network.The objective is for the public power to encourage the inclusion of the principles of protection and civil defense in school curricula, as well as establish security measures against disasters in schools located in risk areas, with actions such as research on the subject, conducting educational campaigns,Participation of the company and the articulation between the municipal and state education systems and the State Civil Defense Coordination in the implementation of actions.

The proposal was approved in the form of the substitute presented by the Education, Science and Technology Commission that added, to the original text, guidelines and actions to prevent effects of accidents and violent acts in schools, such as encouraging emergency brigades and developmentof training and training activities of students and education professionals.

The project returns to the commissions, to look for 2nd round.",-0.0,,0.0
265,João Salas,oficialjoaosalas,17194.0,2023-02-14 11:09:08 EST,2023-02-14,11:09:08,Album,"1,549",1457,92,0,False,https://www.instagram.com/p/CopiOLwrKgT/,https://www.instagram.com/p/CopiOLwrKgT/,,,"Vice-PGR Lindôra Araújo citou indulto Presidencial concedido a Daniel Silveira pelo ex-Presidente Jair Bolsonaro.

CPI do 08 de janeiro já!
Pressionem seus deputados e senadores.

Sigam: @danielsilveiralivreoficial
Sigam: @oficialjoaosalas
Sigam: @chegadecensura 

#CpiDo08deJaneiroJá #danielsilveiralivre",,,,1.73,"Vice-PGR Lindôra Araújo cited presidential pardon granted to Daniel Silveira by former President Jair Bolsonaro.

CPI of the January 8th already!
Press their deputies and senators.

Follow: @danielsilveiralivheficial
Follow: @Oficialjoaosalas
Follow: @chegadecensura

#Cpido08dejanojájá #danielsilveiralivre",0.5562,Nan,0.0
266,WESLEY ROS,wesleyros,283808.0,2023-02-14 06:07:09 EST,2023-02-14,06:07:09,Photo,"2,291",2113,178,0,False,https://www.instagram.com/p/Coo_qcYOCjR/,https://www.instagram.com/p/Coo_qcYOCjR/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330875050_1258188075050205_1383333784868567875_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=dACkk1drjigAX-9IfpE&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD0ZT87dPsQEj6qW0WyrRTyoyMWEQx68cQHROqhAiUzTQ&oe=64272C00,,"Obrigado 🤗 

Hoje completa “alguns” anos que coleciono amigos e pessoas de bem que me acompanham e me transmitem alegria, paz, amor e motivações para eu seguir acreditando que não devo parar ❤️🙏🏾
HOJE, 14/02 é a passagem especial para mais um ano em que lutarei e deixarei registrado o meu carinho por todos através da minha arte, minhas letras, meus depoimentos, música…  e nada disso aconteceria e nem teria algum sentido  se vocês não estivessem comigo🙏🏾

Obrigado 🙏🏾 e
 “HAPPY BIRTHDAY TO ME‼️”
🎁 🎉 🎂",,,,-1.93,"Thank you 🤗

Today completes “some” years that I collect friends and good people who accompany me and give me joy, peace, love and motivations for me to continue believing that I should not stop ❤️🙏🏾
Today, 14/02 is the special passage for another year in which I will fight and leave my affection for all through my art, my lyrics, my testimonials, music… and none of this would happen and would not have any meaning if you were notWith me gent

Thank you 🙏🏾 and
 “Happy Birthday to Me‼ ️”
🎁 🎉 🎂",0.9873,Nan,0.0
267,Gilson da Autoescola,gilsondaautoescola,,2023-02-14 05:14:26 EST,2023-02-14,05:14:26,Album,108,103,5,485,False,https://www.instagram.com/p/Coo5oRxuxwE/,https://www.instagram.com/p/Coo5oRxuxwE/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/330865200_210422244825502_74469131669191107_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=sxrWDgWjJ80AX8dDoqZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDMH7i4wfsCedk5plLQGg6n0mTSiVq1IghlgOBO-MtGjw&oe=6495389A,,"CULTO ECUMÊNICO 

Esta é uma oportunidade de agradecimento… não somente pelo ofício diário, mas pelas amizades, pela inclusão e pela oportunidade de representar nosso povo e em servir! 

Deus abençoe! 

.

.

.

#camaramunicipaldebetim #casanova #betim #vereadorgilsondaautoescola",,,,1.93,"Ecumenical worship

This is an opportunity for thanks… not only for the daily craft, but for the friendships, the inclusion and the opportunity to represent our people and to serve!

God blesses!

.

.

.

#camaramunedBetim #casanova #betim #vereadorgilSondaautoescola",0.9567,Nan,0.0
268,Serginho Agrella,serginhoagrella,2620.0,2023-02-13 22:46:41 EST,2023-02-13,22:46:41,Photo,4,3,1,0,False,https://www.instagram.com/p/CooNQWEOqrS/,https://www.instagram.com/p/CooNQWEOqrS/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/331190315_715461376798386_6589895442881716290_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2etbQh3tXr0AX8rES8m&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBm_ty9lJM3qgT8Qp8t3pDHaMhA24v_0bQJU-uenogZoQ&oe=6431435C,,"Disponível para CARNAVAL🥳
Aluga-se 
Rancho para Finais de Semana e Feriados⛱️

✅Amplo Salão de Festa
✅Banheiros Sociais com Chuveiro
✅3 Quartos
✅PISCINA, com hidro e Led
✅Churrasqueira embutida 
✅Cozinha com 1 Geladeira, Freezer horizontal, Fogão industrial e Fogão de 6 bocas.
✅5 jogos de mesas
✅Wi-fi 

📍Localizado entre Cravinhos e Serra Azul, próximo ao pesqueiro Kobaiashi.

Informações ☎️(16) 99264-2832",Disponível Aluguel RANCHO PARA CARNAVAL Tamanduá Cravinhos I localização Excelente (16) 99264-2832 Excelente para retiro de igrejas,,,-6.25,"Available for Carnival🥳
Rent
Ranch for weekends and holidays⛱️

✅Amplo Party Salon
SOCIAL BANKS WITH SHOWER
✅3 Rooms
✅Spiscine, with hydro and LED
✅Chorasqueira embedded
✅Chinho with 1 refrigerator, horizontal freezer, industrial stove and 6 -burner stove.
✅5 Table Games
✅Wi-fi

Delocalized between Cravinhos and Serra Azul, near Kobaiashi fishing.

Information ☎️ (16) 99264-2832",0.7845,Available Ranch for Carnival Tamanduá Cravinhos I Excellent Location (16) 99264-2832 Excellent for Churches Retreat,0.8481
269,Josafá Ramos,josafarramos,5916.0,2023-02-13 20:57:45 EST,2023-02-13,20:57:45,Album,19,16,3,0,False,https://www.instagram.com/p/CooAyddOANF/,https://www.instagram.com/p/CooAyddOANF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330452896_3454396104808147_7551402301256425203_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-BYoS1BB2w8AX_dzKW_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC0vT61h33uTdecExfzX7k11U8hiaf63LIu_6O4cMTvhg&oe=64955FF1,,"Vamos de #bike !
Amanhã, 5hs da matina tem #pedal",,,,-2.32,"Let's go to #bike!
Tomorrow, 5 am Matina has #pedal",0.0,Nan,0.0
270,Jose Vasconcelos Viana,josevasconcelosviana,24928.0,2023-02-13 18:06:02 EST,2023-02-13,18:06:02,Photo,178,150,28,0,False,https://www.instagram.com/p/ContI2HMOmf/,https://www.instagram.com/p/ContI2HMOmf/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/329130756_1947366538945438_4480859018814177020_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=cT_Byd5GPh4AX_PmLtF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDdTB4UOLUGQyrHPxrGyb4oypiw8FvIEfkLW8Z2cGtKjg&oe=640E69D7,,"PELOS POBRES, O AMOR VENCEU!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#grevedoscaminhoneiros #allandossantos #foraxandão #Lula #Bolsonaro #copadomundo #Haddad #pauloguedes #oladraonaosobearampa #quartéis #intervencaomilitar #bolsonaropreso","POLÍTICA FESTA NO PT EM TOM DE DEBOCHE COM o POVO BRASILEIRO, PT COMEMORA 43 ANOS COM JANTAR QUE CUSTA 20 MIL ဝ INGRESSO PORTAL JVV NOTÍCIAS SIGA @JVVNEWS NAS REDES SOCIAIS. ACESSE WWW.JVVNEWS.COM.BR",,,-1.46,"For the poor, love has won!
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#greesCaminhoneiros #Alladossantos #Foraxandão #Lula #Bolsonaro #copadomundo #haddad #Pauloges #oladroosobeampapa #Quartels #Intervencaomilitar #Bolsonaropreso",0.7263,"Politics PT party in tone of mockery with the Brazilian people, PT celebrates 43 years with dinner that costs 20 thousand ဝ ticket portal jvv news siga @jvvnews on social networks.Visit www.jvvnews.com.br",0.6249
